raceth,age_group_5yr,sex,statefip,n,weighted
AIAN Non-Hispanic,75-79,NA,27,62,3341
AIAN Non-Hispanic,75-79,NA,28,18,1265
AIAN Non-Hispanic,75-79,NA,29,36,1643
AIAN Non-Hispanic,75-79,NA,30,80,4309
AIAN Non-Hispanic,75-79,NA,31,11,506
AIAN Non-Hispanic,75-79,NA,32,80,2757
AIAN Non-Hispanic,75-79,NA,33,7,349
AIAN Non-Hispanic,75-79,NA,34,17,593
AIAN Non-Hispanic,75-79,NA,35,378,16178
AIAN Non-Hispanic,75-79,NA,36,58,3513
AIAN Non-Hispanic,75-79,NA,37,205,11164
AIAN Non-Hispanic,75-79,NA,38,30,2585
AIAN Non-Hispanic,75-79,NA,39,39,2054
AIAN Non-Hispanic,75-79,NA,40,395,21598
AIAN Non-Hispanic,75-79,NA,41,81,3623
AIAN Non-Hispanic,75-79,NA,42,14,732
AIAN Non-Hispanic,75-79,NA,44,3,143
AIAN Non-Hispanic,75-79,NA,45,34,1408
AIAN Non-Hispanic,75-79,NA,46,55,3908
AIAN Non-Hispanic,75-79,NA,47,19,926
AIAN Non-Hispanic,75-79,NA,48,129,4651
AIAN Non-Hispanic,75-79,NA,49,36,1500
AIAN Non-Hispanic,75-79,NA,50,1,9
AIAN Non-Hispanic,75-79,NA,51,31,1133
AIAN Non-Hispanic,75-79,NA,53,141,6127
AIAN Non-Hispanic,75-79,NA,54,4,525
AIAN Non-Hispanic,75-79,NA,55,51,3126
AIAN Non-Hispanic,75-79,NA,56,26,695
AIAN Non-Hispanic,80+,NA,1,34,1711
AIAN Non-Hispanic,80+,NA,2,139,6635
AIAN Non-Hispanic,80+,NA,4,656,22894
AIAN Non-Hispanic,80+,NA,5,22,925
AIAN Non-Hispanic,80+,NA,6,273,14336
AIAN Non-Hispanic,80+,NA,8,39,2252
AIAN Non-Hispanic,80+,NA,9,4,237
AIAN Non-Hispanic,80+,NA,10,8,150
AIAN Non-Hispanic,80+,NA,11,1,46
AIAN Non-Hispanic,80+,NA,12,74,3400
AIAN Non-Hispanic,80+,NA,13,22,1333
AIAN Non-Hispanic,80+,NA,15,2,126
AIAN Non-Hispanic,80+,NA,16,28,1086
AIAN Non-Hispanic,80+,NA,17,28,1325
AIAN Non-Hispanic,80+,NA,18,7,628
AIAN Non-Hispanic,80+,NA,19,7,350
AIAN Non-Hispanic,80+,NA,20,22,968
AIAN Non-Hispanic,80+,NA,21,13,1023
AIAN Non-Hispanic,80+,NA,22,41,1455
AIAN Non-Hispanic,80+,NA,23,18,592
AIAN Non-Hispanic,80+,NA,24,19,1092
AIAN Non-Hispanic,80+,NA,25,15,1112
AIAN Non-Hispanic,80+,NA,26,70,3198
AIAN Non-Hispanic,80+,NA,27,42,2831
AIAN Non-Hispanic,80+,NA,28,13,776
AIAN Non-Hispanic,80+,NA,29,20,979
AIAN Non-Hispanic,80+,NA,30,77,3975
AIAN Non-Hispanic,80+,NA,31,14,666
AIAN Non-Hispanic,80+,NA,32,67,1959
AIAN Non-Hispanic,80+,NA,34,25,1336
AIAN Non-Hispanic,80+,NA,35,412,18177
AIAN Non-Hispanic,80+,NA,36,56,3681
AIAN Non-Hispanic,80+,NA,37,195,9633
AIAN Non-Hispanic,80+,NA,38,21,1184
AIAN Non-Hispanic,80+,NA,39,19,693
AIAN Non-Hispanic,80+,NA,40,432,22402
AIAN Non-Hispanic,80+,NA,41,52,2321
AIAN Non-Hispanic,80+,NA,42,17,1528
AIAN Non-Hispanic,80+,NA,44,3,182
AIAN Non-Hispanic,80+,NA,45,20,466
AIAN Non-Hispanic,80+,NA,46,53,4266
AIAN Non-Hispanic,80+,NA,47,26,1448
AIAN Non-Hispanic,80+,NA,48,138,6216
AIAN Non-Hispanic,80+,NA,49,41,1683
AIAN Non-Hispanic,80+,NA,50,2,67
AIAN Non-Hispanic,80+,NA,51,40,2053
AIAN Non-Hispanic,80+,NA,53,148,5554
AIAN Non-Hispanic,80+,NA,54,2,21
AIAN Non-Hispanic,80+,NA,55,60,2899
AIAN Non-Hispanic,80+,NA,56,19,595
AIAN Hispanic,0-4,NA,1,25,5004
AIAN Hispanic,0-4,NA,2,7,822
AIAN Hispanic,0-4,NA,4,202,21830
AIAN Hispanic,0-4,NA,5,23,2345
AIAN Hispanic,0-4,NA,6,905,109739
AIAN Hispanic,0-4,NA,8,85,12448
AIAN Hispanic,0-4,NA,9,16,3039
AIAN Hispanic,0-4,NA,10,7,1432
AIAN Hispanic,0-4,NA,11,3,460
AIAN Hispanic,0-4,NA,12,143,21609
AIAN Hispanic,0-4,NA,13,93,12798
AIAN Hispanic,0-4,NA,15,4,454
AIAN Hispanic,0-4,NA,16,24,2942
AIAN Hispanic,0-4,NA,17,118,15529
AIAN Hispanic,0-4,NA,18,24,2915
AIAN Hispanic,0-4,NA,19,17,1332
AIAN Hispanic,0-4,NA,20,26,4230
AIAN Hispanic,0-4,NA,21,8,1189
AIAN Hispanic,0-4,NA,22,27,4575
AIAN Hispanic,0-4,NA,23,4,487
AIAN Hispanic,0-4,NA,24,51,7574
AIAN Hispanic,0-4,NA,25,36,6951
AIAN Hispanic,0-4,NA,26,34,4947
AIAN Hispanic,0-4,NA,27,25,6714
AIAN Hispanic,0-4,NA,28,9,1470
AIAN Hispanic,0-4,NA,29,15,2485
AIAN Hispanic,0-4,NA,30,8,822
AIAN Hispanic,0-4,NA,31,18,4002
AIAN Hispanic,0-4,NA,32,59,6325
AIAN Hispanic,0-4,NA,33,1,245
AIAN Hispanic,0-4,NA,34,91,16987
AIAN Hispanic,0-4,NA,35,86,9654
AIAN Hispanic,0-4,NA,36,164,27694
AIAN Hispanic,0-4,NA,37,58,8247
AIAN Hispanic,0-4,NA,38,9,1312
AIAN Hispanic,0-4,NA,39,15,1830
AIAN Hispanic,0-4,NA,40,94,10696
AIAN Hispanic,0-4,NA,41,41,4550
AIAN Hispanic,0-4,NA,42,31,8741
AIAN Hispanic,0-4,NA,44,16,3491
AIAN Hispanic,0-4,NA,45,31,5079
AIAN Hispanic,0-4,NA,46,24,3429
AIAN Hispanic,0-4,NA,47,27,3044
AIAN Hispanic,0-4,NA,48,397,54083
AIAN Hispanic,0-4,NA,49,29,4057
AIAN Hispanic,0-4,NA,51,42,6483
AIAN Hispanic,0-4,NA,53,95,11992
AIAN Hispanic,0-4,NA,54,3,216
AIAN Hispanic,0-4,NA,55,23,3250
AIAN Hispanic,0-4,NA,56,9,1160
AIAN Hispanic,5-9,NA,1,38,6127
AIAN Hispanic,5-9,NA,2,17,1719
AIAN Hispanic,5-9,NA,4,245,21075
AIAN Hispanic,5-9,NA,5,19,2604
AIAN Hispanic,5-9,NA,6,1200,128242
AIAN Hispanic,5-9,NA,8,100,14312
AIAN Hispanic,5-9,NA,9,18,1601
AIAN Hispanic,5-9,NA,10,6,1270
AIAN Hispanic,5-9,NA,11,1,231
AIAN Hispanic,5-9,NA,12,142,18507
AIAN Hispanic,5-9,NA,13,120,14768
AIAN Hispanic,5-9,NA,15,2,306
AIAN Hispanic,5-9,NA,16,23,2753
AIAN Hispanic,5-9,NA,17,189,25388
AIAN Hispanic,5-9,NA,18,50,8297
AIAN Hispanic,5-9,NA,19,16,1420
AIAN Hispanic,5-9,NA,20,34,5692
AIAN Hispanic,5-9,NA,21,13,1855
AIAN Hispanic,5-9,NA,22,19,2607
AIAN Hispanic,5-9,NA,23,2,313
AIAN Hispanic,5-9,NA,24,56,7528
AIAN Hispanic,5-9,NA,25,43,5358
AIAN Hispanic,5-9,NA,26,44,5532
AIAN Hispanic,5-9,NA,27,36,5014
AIAN Hispanic,5-9,NA,28,9,1188
AIAN Hispanic,5-9,NA,29,18,2296
AIAN Hispanic,5-9,NA,30,14,1427
AIAN Hispanic,5-9,NA,31,23,3744
AIAN Hispanic,5-9,NA,32,80,7668
AIAN Hispanic,5-9,NA,33,1,245
AIAN Hispanic,5-9,NA,34,121,17798
AIAN Hispanic,5-9,NA,35,114,10873
AIAN Hispanic,5-9,NA,36,154,24394
AIAN Hispanic,5-9,NA,37,110,12793
AIAN Hispanic,5-9,NA,38,6,322
AIAN Hispanic,5-9,NA,39,20,2247
AIAN Hispanic,5-9,NA,40,117,11901
AIAN Hispanic,5-9,NA,41,55,5872
AIAN Hispanic,5-9,NA,42,20,3304
AIAN Hispanic,5-9,NA,44,11,1715
AIAN Hispanic,5-9,NA,45,36,4284
AIAN Hispanic,5-9,NA,46,15,2410
AIAN Hispanic,5-9,NA,47,36,5160
AIAN Hispanic,5-9,NA,48,517,59938
AIAN Hispanic,5-9,NA,49,35,4183
AIAN Hispanic,5-9,NA,51,49,7538
AIAN Hispanic,5-9,NA,53,110,14660
AIAN Hispanic,5-9,NA,55,29,4245
AIAN Hispanic,5-9,NA,56,6,532
AIAN Hispanic,10-14,NA,1,32,4716
AIAN Hispanic,10-14,NA,2,12,1147
AIAN Hispanic,10-14,NA,4,258,26082
AIAN Hispanic,10-14,NA,5,15,1211
AIAN Hispanic,10-14,NA,6,1500,159886
AIAN Hispanic,10-14,NA,8,111,15705
AIAN Hispanic,10-14,NA,9,26,2890
AIAN Hispanic,10-14,NA,10,14,1758
AIAN Hispanic,10-14,NA,12,189,22507
AIAN Hispanic,10-14,NA,13,147,18404
AIAN Hispanic,10-14,NA,15,4,634
AIAN Hispanic,10-14,NA,16,32,3753
AIAN Hispanic,10-14,NA,17,220,30929
AIAN Hispanic,10-14,NA,18,41,5805
AIAN Hispanic,10-14,NA,19,23,2489
AIAN Hispanic,10-14,NA,20,36,5409
AIAN Hispanic,10-14,NA,21,15,1015
AIAN Hispanic,10-14,NA,22,25,4058
AIAN Hispanic,10-14,NA,23,3,37
AIAN Hispanic,10-14,NA,24,61,7407
AIAN Hispanic,10-14,NA,25,36,5426
AIAN Hispanic,10-14,NA,26,61,6923
AIAN Hispanic,10-14,NA,27,38,4352
AIAN Hispanic,10-14,NA,28,13,1661
AIAN Hispanic,10-14,NA,29,23,2298
AIAN Hispanic,10-14,NA,30,13,1519
AIAN Hispanic,10-14,NA,31,44,5721
AIAN Hispanic,10-14,NA,32,87,8604
AIAN Hispanic,10-14,NA,33,3,510
AIAN Hispanic,10-14,NA,34,118,17615
AIAN Hispanic,10-14,NA,35,135,11625
AIAN Hispanic,10-14,NA,36,228,36166
AIAN Hispanic,10-14,NA,37,91,10849
AIAN Hispanic,10-14,NA,38,4,355
AIAN Hispanic,10-14,NA,39,40,4976
AIAN Hispanic,10-14,NA,40,126,14077
AIAN Hispanic,10-14,NA,41,69,8842
AIAN Hispanic,10-14,NA,42,48,7981
AIAN Hispanic,10-14,NA,44,12,1628
AIAN Hispanic,10-14,NA,45,43,4975
AIAN Hispanic,10-14,NA,46,14,1675
AIAN Hispanic,10-14,NA,47,38,6739
AIAN Hispanic,10-14,NA,48,616,78406
AIAN Hispanic,10-14,NA,49,30,3781
AIAN Hispanic,10-14,NA,50,2,41
AIAN Hispanic,10-14,NA,51,52,8396
AIAN Hispanic,10-14,NA,53,117,14900
AIAN Hispanic,10-14,NA,55,39,4332
AIAN Hispanic,10-14,NA,56,7,1237
AIAN Hispanic,15-19,NA,1,58,6987
AIAN Hispanic,15-19,NA,2,12,944
AIAN Hispanic,15-19,NA,4,287,26553
AIAN Hispanic,15-19,NA,5,25,2182
AIAN Hispanic,15-19,NA,6,1872,175660
AIAN Hispanic,15-19,NA,8,157,16262
AIAN Hispanic,15-19,NA,9,29,3408
AIAN Hispanic,15-19,NA,10,12,1279
AIAN Hispanic,15-19,NA,11,10,728
AIAN Hispanic,15-19,NA,12,204,25896
AIAN Hispanic,15-19,NA,13,194,19695
AIAN Hispanic,15-19,NA,15,5,488
AIAN Hispanic,15-19,NA,16,38,4134
AIAN Hispanic,15-19,NA,17,311,39749
AIAN Hispanic,15-19,NA,18,66,9413
AIAN Hispanic,15-19,NA,19,23,2120
AIAN Hispanic,15-19,NA,20,48,5463
AIAN Hispanic,15-19,NA,21,30,3953
AIAN Hispanic,15-19,NA,22,46,4711
AIAN Hispanic,15-19,NA,23,4,268
AIAN Hispanic,15-19,NA,24,85,7872
AIAN Hispanic,15-19,NA,25,76,7156
AIAN Hispanic,15-19,NA,26,82,10354
AIAN Hispanic,15-19,NA,27,44,6448
AIAN Hispanic,15-19,NA,28,25,2766
AIAN Hispanic,15-19,NA,29,25,1756
AIAN Hispanic,15-19,NA,30,13,1317
AIAN Hispanic,15-19,NA,31,53,7273
AIAN Hispanic,15-19,NA,32,97,9380
AIAN Hispanic,15-19,NA,33,1,63
AIAN Hispanic,15-19,NA,34,161,19495
AIAN Hispanic,15-19,NA,35,132,11979
AIAN Hispanic,15-19,NA,36,256,34378
AIAN Hispanic,15-19,NA,37,126,14035
AIAN Hispanic,15-19,NA,38,3,241
AIAN Hispanic,15-19,NA,39,66,5814
AIAN Hispanic,15-19,NA,40,116,13460
AIAN Hispanic,15-19,NA,41,95,10109
AIAN Hispanic,15-19,NA,42,73,9258
AIAN Hispanic,15-19,NA,44,8,821
AIAN Hispanic,15-19,NA,45,54,5775
AIAN Hispanic,15-19,NA,46,14,885
AIAN Hispanic,15-19,NA,47,59,7205
AIAN Hispanic,15-19,NA,48,772,92751
AIAN Hispanic,15-19,NA,49,52,7020
AIAN Hispanic,15-19,NA,50,1,65
AIAN Hispanic,15-19,NA,51,74,7847
AIAN Hispanic,15-19,NA,53,175,17231
AIAN Hispanic,15-19,NA,54,8,602
AIAN Hispanic,15-19,NA,55,53,8573
AIAN Hispanic,15-19,NA,56,7,925
AIAN Hispanic,20-24,NA,1,48,4914
AIAN Hispanic,20-24,NA,2,6,1443
AIAN Hispanic,20-24,NA,4,214,24636
AIAN Hispanic,20-24,NA,5,26,3242
AIAN Hispanic,20-24,NA,6,1804,177003
AIAN Hispanic,20-24,NA,8,113,14824
AIAN Hispanic,20-24,NA,9,34,3515
AIAN Hispanic,20-24,NA,10,8,1013
AIAN Hispanic,20-24,NA,11,10,761
AIAN Hispanic,20-24,NA,12,234,29153
AIAN Hispanic,20-24,NA,13,222,25262
AIAN Hispanic,20-24,NA,15,18,1821
AIAN Hispanic,20-24,NA,16,34,5307
AIAN Hispanic,20-24,NA,17,245,30435
AIAN Hispanic,20-24,NA,18,74,9809
AIAN Hispanic,20-24,NA,19,18,2579
AIAN Hispanic,20-24,NA,20,41,6265
AIAN Hispanic,20-24,NA,21,27,3233
AIAN Hispanic,20-24,NA,22,45,4273
AIAN Hispanic,20-24,NA,23,2,75
AIAN Hispanic,20-24,NA,24,67,6759
AIAN Hispanic,20-24,NA,25,62,7859
AIAN Hispanic,20-24,NA,26,52,4932
AIAN Hispanic,20-24,NA,27,35,5908
AIAN Hispanic,20-24,NA,28,9,1237
AIAN Hispanic,20-24,NA,29,24,2740
AIAN Hispanic,20-24,NA,30,16,1302
AIAN Hispanic,20-24,NA,31,36,5167
AIAN Hispanic,20-24,NA,32,111,14329
AIAN Hispanic,20-24,NA,33,9,1034
AIAN Hispanic,20-24,NA,34,167,21697
AIAN Hispanic,20-24,NA,35,108,14645
AIAN Hispanic,20-24,NA,36,256,31631
AIAN Hispanic,20-24,NA,37,114,10834
AIAN Hispanic,20-24,NA,38,4,817
AIAN Hispanic,20-24,NA,39,36,3473
AIAN Hispanic,20-24,NA,40,95,12477
AIAN Hispanic,20-24,NA,41,82,11524
AIAN Hispanic,20-24,NA,42,53,10907
AIAN Hispanic,20-24,NA,44,18,3315
AIAN Hispanic,20-24,NA,45,41,5099
AIAN Hispanic,20-24,NA,46,13,2197
AIAN Hispanic,20-24,NA,47,39,4527
AIAN Hispanic,20-24,NA,48,743,89734
AIAN Hispanic,20-24,NA,49,59,8100
AIAN Hispanic,20-24,NA,50,4,245
AIAN Hispanic,20-24,NA,51,79,9917
AIAN Hispanic,20-24,NA,53,131,12625
AIAN Hispanic,20-24,NA,54,3,129
AIAN Hispanic,20-24,NA,55,41,7359
AIAN Hispanic,20-24,NA,56,7,250
AIAN Hispanic,25-29,NA,1,29,3125
AIAN Hispanic,25-29,NA,2,7,700
AIAN Hispanic,25-29,NA,4,230,26915
AIAN Hispanic,25-29,NA,5,18,1305
AIAN Hispanic,25-29,NA,6,1769,174870
AIAN Hispanic,25-29,NA,8,151,19156
AIAN Hispanic,25-29,NA,9,25,2597
AIAN Hispanic,25-29,NA,10,7,825
AIAN Hispanic,25-29,NA,11,11,902
AIAN Hispanic,25-29,NA,12,227,24699
AIAN Hispanic,25-29,NA,13,154,16224
AIAN Hispanic,25-29,NA,15,7,678
AIAN Hispanic,25-29,NA,16,27,3596
AIAN Hispanic,25-29,NA,17,243,33942
AIAN Hispanic,25-29,NA,18,49,7364
AIAN Hispanic,25-29,NA,19,24,1984
AIAN Hispanic,25-29,NA,20,33,4617
AIAN Hispanic,25-29,NA,21,11,757
AIAN Hispanic,25-29,NA,22,34,4200
AIAN Hispanic,25-29,NA,23,2,177
AIAN Hispanic,25-29,NA,24,66,6933
AIAN Hispanic,25-29,NA,25,78,10431
AIAN Hispanic,25-29,NA,26,59,6866
AIAN Hispanic,25-29,NA,27,32,7414
AIAN Hispanic,25-29,NA,28,11,970
AIAN Hispanic,25-29,NA,29,26,2620
AIAN Hispanic,25-29,NA,30,9,852
AIAN Hispanic,25-29,NA,31,33,4074
AIAN Hispanic,25-29,NA,32,104,11837
AIAN Hispanic,25-29,NA,33,1,185
AIAN Hispanic,25-29,NA,34,120,16856
AIAN Hispanic,25-29,NA,35,90,11080
AIAN Hispanic,25-29,NA,36,283,34826
AIAN Hispanic,25-29,NA,37,109,11587
AIAN Hispanic,25-29,NA,38,4,412
AIAN Hispanic,25-29,NA,39,37,3771
AIAN Hispanic,25-29,NA,40,56,6795
AIAN Hispanic,25-29,NA,41,81,9403
AIAN Hispanic,25-29,NA,42,76,13900
AIAN Hispanic,25-29,NA,44,15,2618
AIAN Hispanic,25-29,NA,45,31,3465
AIAN Hispanic,25-29,NA,46,13,1991
AIAN Hispanic,25-29,NA,47,46,5399
AIAN Hispanic,25-29,NA,48,691,82621
AIAN Hispanic,25-29,NA,49,56,6431
AIAN Hispanic,25-29,NA,50,2,87
AIAN Hispanic,25-29,NA,51,87,10412
AIAN Hispanic,25-29,NA,53,132,14240
AIAN Hispanic,25-29,NA,54,2,127
AIAN Hispanic,25-29,NA,55,48,6831
AIAN Hispanic,25-29,NA,56,5,686
AIAN Hispanic,30-34,NA,1,32,4358
AIAN Hispanic,30-34,NA,2,15,1395
AIAN Hispanic,30-34,NA,4,226,22074
AIAN Hispanic,30-34,NA,5,28,2995
AIAN Hispanic,30-34,NA,6,1840,192399
AIAN Hispanic,30-34,NA,8,150,16632
AIAN Hispanic,30-34,NA,9,28,3687
AIAN Hispanic,30-34,NA,10,10,1104
AIAN Hispanic,30-34,NA,11,5,476
AIAN Hispanic,30-34,NA,12,228,24783
AIAN Hispanic,30-34,NA,13,144,16066
AIAN Hispanic,30-34,NA,15,8,1372
AIAN Hispanic,30-34,NA,16,36,3171
AIAN Hispanic,30-34,NA,17,228,25392
AIAN Hispanic,30-34,NA,18,40,5172
AIAN Hispanic,30-34,NA,19,30,4864
AIAN Hispanic,30-34,NA,20,30,4920
AIAN Hispanic,30-34,NA,21,22,3664
AIAN Hispanic,30-34,NA,22,40,5215
AIAN Hispanic,30-34,NA,23,3,768
AIAN Hispanic,30-34,NA,24,66,8123
AIAN Hispanic,30-34,NA,25,64,9912
AIAN Hispanic,30-34,NA,26,46,6509
AIAN Hispanic,30-34,NA,27,19,3876
AIAN Hispanic,30-34,NA,28,8,1145
AIAN Hispanic,30-34,NA,29,32,3324
AIAN Hispanic,30-34,NA,30,7,976
AIAN Hispanic,30-34,NA,31,24,3892
AIAN Hispanic,30-34,NA,32,122,11948
AIAN Hispanic,30-34,NA,33,4,578
AIAN Hispanic,30-34,NA,34,157,18344
AIAN Hispanic,30-34,NA,35,91,10094
AIAN Hispanic,30-34,NA,36,307,39381
AIAN Hispanic,30-34,NA,37,99,10514
AIAN Hispanic,30-34,NA,38,7,503
AIAN Hispanic,30-34,NA,39,41,5400
AIAN Hispanic,30-34,NA,40,58,7530
AIAN Hispanic,30-34,NA,41,83,9687
AIAN Hispanic,30-34,NA,42,50,8824
AIAN Hispanic,30-34,NA,44,9,1586
AIAN Hispanic,30-34,NA,45,47,5348
AIAN Hispanic,30-34,NA,46,17,2090
AIAN Hispanic,30-34,NA,47,48,5408
AIAN Hispanic,30-34,NA,48,774,92643
AIAN Hispanic,30-34,NA,49,65,7156
AIAN Hispanic,30-34,NA,51,80,10106
AIAN Hispanic,30-34,NA,53,136,13935
AIAN Hispanic,30-34,NA,54,2,174
AIAN Hispanic,30-34,NA,55,43,4143
AIAN Hispanic,30-34,NA,56,3,736
AIAN Hispanic,35-39,NA,1,43,4545
AIAN Hispanic,35-39,NA,2,7,1097
AIAN Hispanic,35-39,NA,4,206,25369
AIAN Hispanic,35-39,NA,5,30,3923
AIAN Hispanic,35-39,NA,6,1688,173760
AIAN Hispanic,35-39,NA,8,132,19030
AIAN Hispanic,35-39,NA,9,35,4649
AIAN Hispanic,35-39,NA,10,10,1252
AIAN Hispanic,35-39,NA,11,13,999
AIAN Hispanic,35-39,NA,12,218,30749
AIAN Hispanic,35-39,NA,13,128,13106
AIAN Hispanic,35-39,NA,15,8,1546
AIAN Hispanic,35-39,NA,16,38,6137
AIAN Hispanic,35-39,NA,17,250,33374
AIAN Hispanic,35-39,NA,18,53,6142
AIAN Hispanic,35-39,NA,19,26,3435
AIAN Hispanic,35-39,NA,20,36,6901
AIAN Hispanic,35-39,NA,21,18,2206
AIAN Hispanic,35-39,NA,22,40,5654
AIAN Hispanic,35-39,NA,23,1,272
AIAN Hispanic,35-39,NA,24,77,8708
AIAN Hispanic,35-39,NA,25,44,6477
AIAN Hispanic,35-39,NA,26,47,6260
AIAN Hispanic,35-39,NA,27,25,5333
AIAN Hispanic,35-39,NA,28,12,1281
AIAN Hispanic,35-39,NA,29,26,3808
AIAN Hispanic,35-39,NA,30,11,1229
AIAN Hispanic,35-39,NA,31,36,4598
AIAN Hispanic,35-39,NA,32,100,10118
AIAN Hispanic,35-39,NA,33,5,875
AIAN Hispanic,35-39,NA,34,158,21410
AIAN Hispanic,35-39,NA,35,79,9670
AIAN Hispanic,35-39,NA,36,299,41628
AIAN Hispanic,35-39,NA,37,107,12268
AIAN Hispanic,35-39,NA,38,1,109
AIAN Hispanic,35-39,NA,39,39,4166
AIAN Hispanic,35-39,NA,40,55,6856
AIAN Hispanic,35-39,NA,41,76,10523
AIAN Hispanic,35-39,NA,42,45,8232
AIAN Hispanic,35-39,NA,44,15,3002
AIAN Hispanic,35-39,NA,45,51,4931
AIAN Hispanic,35-39,NA,46,11,889
AIAN Hispanic,35-39,NA,47,40,5327
AIAN Hispanic,35-39,NA,48,649,79526
AIAN Hispanic,35-39,NA,49,40,4909
AIAN Hispanic,35-39,NA,50,3,329
AIAN Hispanic,35-39,NA,51,52,6608
AIAN Hispanic,35-39,NA,53,133,12060
AIAN Hispanic,35-39,NA,54,1,123
AIAN Hispanic,35-39,NA,55,28,2918
AIAN Hispanic,35-39,NA,56,6,972
AIAN Hispanic,40-44,NA,1,41,4809
AIAN Hispanic,40-44,NA,2,8,861
AIAN Hispanic,40-44,NA,4,180,20175
AIAN Hispanic,40-44,NA,5,19,2268
AIAN Hispanic,40-44,NA,6,1699,171638
AIAN Hispanic,40-44,NA,8,148,17690
AIAN Hispanic,40-44,NA,9,32,3503
AIAN Hispanic,40-44,NA,10,13,884
AIAN Hispanic,40-44,NA,11,11,1380
AIAN Hispanic,40-44,NA,12,225,28962
AIAN Hispanic,40-44,NA,13,143,16655
AIAN Hispanic,40-44,NA,15,5,651
AIAN Hispanic,40-44,NA,16,24,2187
AIAN Hispanic,40-44,NA,17,256,32741
AIAN Hispanic,40-44,NA,18,53,7055
AIAN Hispanic,40-44,NA,19,18,2847
AIAN Hispanic,40-44,NA,20,30,4816
AIAN Hispanic,40-44,NA,21,14,1751
AIAN Hispanic,40-44,NA,22,25,3393
AIAN Hispanic,40-44,NA,23,6,712
AIAN Hispanic,40-44,NA,24,68,6466
AIAN Hispanic,40-44,NA,25,50,6327
AIAN Hispanic,40-44,NA,26,48,6275
AIAN Hispanic,40-44,NA,27,34,4738
AIAN Hispanic,40-44,NA,28,12,1216
AIAN Hispanic,40-44,NA,29,28,3051
AIAN Hispanic,40-44,NA,30,9,1242
AIAN Hispanic,40-44,NA,31,21,4111
AIAN Hispanic,40-44,NA,32,83,9855
AIAN Hispanic,40-44,NA,33,5,706
AIAN Hispanic,40-44,NA,34,160,20467
AIAN Hispanic,40-44,NA,35,86,8170
AIAN Hispanic,40-44,NA,36,261,37164
AIAN Hispanic,40-44,NA,37,88,9831
AIAN Hispanic,40-44,NA,39,33,3966
AIAN Hispanic,40-44,NA,40,53,6480
AIAN Hispanic,40-44,NA,41,66,7721
AIAN Hispanic,40-44,NA,42,55,11576
AIAN Hispanic,40-44,NA,44,20,2615
AIAN Hispanic,40-44,NA,45,35,3639
AIAN Hispanic,40-44,NA,46,10,677
AIAN Hispanic,40-44,NA,47,49,5299
AIAN Hispanic,40-44,NA,48,707,90009
AIAN Hispanic,40-44,NA,49,38,4815
AIAN Hispanic,40-44,NA,50,2,159
AIAN Hispanic,40-44,NA,51,64,9310
AIAN Hispanic,40-44,NA,53,121,14352
AIAN Hispanic,40-44,NA,54,3,287
AIAN Hispanic,40-44,NA,55,36,6235
AIAN Hispanic,40-44,NA,56,11,1346
AIAN Hispanic,45-49,NA,1,29,3309
AIAN Hispanic,45-49,NA,2,3,178
AIAN Hispanic,45-49,NA,4,195,17533
AIAN Hispanic,45-49,NA,5,22,2183
AIAN Hispanic,45-49,NA,6,1661,162688
AIAN Hispanic,45-49,NA,8,94,13350
AIAN Hispanic,45-49,NA,9,40,3701
AIAN Hispanic,45-49,NA,10,8,661
AIAN Hispanic,45-49,NA,11,9,1028
AIAN Hispanic,45-49,NA,12,192,23007
AIAN Hispanic,45-49,NA,13,124,12728
AIAN Hispanic,45-49,NA,15,8,873
AIAN Hispanic,45-49,NA,16,20,2078
AIAN Hispanic,45-49,NA,17,270,35896
AIAN Hispanic,45-49,NA,18,74,9182
AIAN Hispanic,45-49,NA,19,15,1465
AIAN Hispanic,45-49,NA,20,23,3338
AIAN Hispanic,45-49,NA,21,14,2396
AIAN Hispanic,45-49,NA,22,24,2692
AIAN Hispanic,45-49,NA,23,14,393
AIAN Hispanic,45-49,NA,24,62,8747
AIAN Hispanic,45-49,NA,25,41,4131
AIAN Hispanic,45-49,NA,26,61,7592
AIAN Hispanic,45-49,NA,27,22,2765
AIAN Hispanic,45-49,NA,28,8,600
AIAN Hispanic,45-49,NA,29,19,1819
AIAN Hispanic,45-49,NA,30,2,160
AIAN Hispanic,45-49,NA,31,28,5345
AIAN Hispanic,45-49,NA,32,101,11287
AIAN Hispanic,45-49,NA,33,4,425
AIAN Hispanic,45-49,NA,34,152,20248
AIAN Hispanic,45-49,NA,35,60,5687
AIAN Hispanic,45-49,NA,36,249,31628
AIAN Hispanic,45-49,NA,37,86,11077
AIAN Hispanic,45-49,NA,38,1,47
AIAN Hispanic,45-49,NA,39,30,3186
AIAN Hispanic,45-49,NA,40,52,5690
AIAN Hispanic,45-49,NA,41,58,8369
AIAN Hispanic,45-49,NA,42,50,7646
AIAN Hispanic,45-49,NA,44,7,1088
AIAN Hispanic,45-49,NA,45,36,4046
AIAN Hispanic,45-49,NA,46,3,179
AIAN Hispanic,45-49,NA,47,25,3884
AIAN Hispanic,45-49,NA,48,664,76269
AIAN Hispanic,45-49,NA,49,36,4403
AIAN Hispanic,45-49,NA,50,1,80
AIAN Hispanic,45-49,NA,51,49,6297
AIAN Hispanic,45-49,NA,53,77,8118
