raceth,age_group_5yr,sex,statefip,n,weighted
Black Non-Hispanic,80+,NA,32,298,26186
Black Non-Hispanic,80+,NA,33,6,952
Black Non-Hispanic,80+,NA,34,1558,140280
Black Non-Hispanic,80+,NA,35,36,4173
Black Non-Hispanic,80+,NA,36,4139,397126
Black Non-Hispanic,80+,NA,37,2860,222276
Black Non-Hispanic,80+,NA,38,1,217
Black Non-Hispanic,80+,NA,39,1819,164496
Black Non-Hispanic,80+,NA,40,264,23633
Black Non-Hispanic,80+,NA,41,69,5421
Black Non-Hispanic,80+,NA,42,1193,146504
Black Non-Hispanic,80+,NA,44,45,5143
Black Non-Hispanic,80+,NA,45,1820,142768
Black Non-Hispanic,80+,NA,46,2,196
Black Non-Hispanic,80+,NA,47,1105,92019
Black Non-Hispanic,80+,NA,48,3322,258332
Black Non-Hispanic,80+,NA,49,15,1140
Black Non-Hispanic,80+,NA,50,1,6
Black Non-Hispanic,80+,NA,51,2065,177746
Black Non-Hispanic,80+,NA,53,176,16706
Black Non-Hispanic,80+,NA,54,89,6630
Black Non-Hispanic,80+,NA,55,180,23443
Black Non-Hispanic,80+,NA,56,2,218
Black Hispanic,0-4,NA,1,34,5556
Black Hispanic,0-4,NA,2,4,567
Black Hispanic,0-4,NA,4,123,18518
Black Hispanic,0-4,NA,5,20,3229
Black Hispanic,0-4,NA,6,590,86063
Black Hispanic,0-4,NA,8,63,14418
Black Hispanic,0-4,NA,9,122,23019
Black Hispanic,0-4,NA,10,22,4288
Black Hispanic,0-4,NA,11,13,2407
Black Hispanic,0-4,NA,12,481,81181
Black Hispanic,0-4,NA,13,191,27514
Black Hispanic,0-4,NA,15,11,1283
Black Hispanic,0-4,NA,16,4,542
Black Hispanic,0-4,NA,17,182,28742
Black Hispanic,0-4,NA,18,60,10714
Black Hispanic,0-4,NA,19,15,3627
Black Hispanic,0-4,NA,20,24,4236
Black Hispanic,0-4,NA,21,22,3162
Black Hispanic,0-4,NA,22,46,7584
Black Hispanic,0-4,NA,23,6,578
Black Hispanic,0-4,NA,24,129,23174
Black Hispanic,0-4,NA,25,165,31240
Black Hispanic,0-4,NA,26,48,8310
Black Hispanic,0-4,NA,27,8,1195
Black Hispanic,0-4,NA,28,15,2266
Black Hispanic,0-4,NA,29,31,3815
Black Hispanic,0-4,NA,31,13,4058
Black Hispanic,0-4,NA,32,93,14185
Black Hispanic,0-4,NA,33,16,2144
Black Hispanic,0-4,NA,34,285,47693
Black Hispanic,0-4,NA,35,24,2835
Black Hispanic,0-4,NA,36,656,129469
Black Hispanic,0-4,NA,37,158,25629
Black Hispanic,0-4,NA,38,4,1494
Black Hispanic,0-4,NA,39,103,15108
Black Hispanic,0-4,NA,40,42,5900
Black Hispanic,0-4,NA,41,21,2696
Black Hispanic,0-4,NA,42,179,42790
Black Hispanic,0-4,NA,44,30,5453
Black Hispanic,0-4,NA,45,47,6325
Black Hispanic,0-4,NA,46,4,308
Black Hispanic,0-4,NA,47,38,7207
Black Hispanic,0-4,NA,48,542,86102
Black Hispanic,0-4,NA,49,11,1928
Black Hispanic,0-4,NA,51,124,18395
Black Hispanic,0-4,NA,53,45,6728
Black Hispanic,0-4,NA,54,5,498
Black Hispanic,0-4,NA,55,30,8726
Black Hispanic,0-4,NA,56,1,164
Black Hispanic,5-9,NA,1,34,4274
Black Hispanic,5-9,NA,2,3,641
Black Hispanic,5-9,NA,4,123,15632
Black Hispanic,5-9,NA,5,15,2460
Black Hispanic,5-9,NA,6,654,87152
Black Hispanic,5-9,NA,8,50,7159
Black Hispanic,5-9,NA,9,140,22365
Black Hispanic,5-9,NA,10,28,5255
Black Hispanic,5-9,NA,11,12,3966
Black Hispanic,5-9,NA,12,514,71174
Black Hispanic,5-9,NA,13,199,28696
Black Hispanic,5-9,NA,15,8,1062
Black Hispanic,5-9,NA,16,9,1105
Black Hispanic,5-9,NA,17,151,23882
Black Hispanic,5-9,NA,18,63,9999
Black Hispanic,5-9,NA,19,6,1089
Black Hispanic,5-9,NA,20,20,4453
Black Hispanic,5-9,NA,21,18,2688
Black Hispanic,5-9,NA,22,48,5105
Black Hispanic,5-9,NA,23,4,220
Black Hispanic,5-9,NA,24,94,16083
Black Hispanic,5-9,NA,25,178,25294
Black Hispanic,5-9,NA,26,58,9063
Black Hispanic,5-9,NA,27,18,5043
Black Hispanic,5-9,NA,28,16,1677
Black Hispanic,5-9,NA,29,23,2996
Black Hispanic,5-9,NA,31,10,2191
Black Hispanic,5-9,NA,32,82,12072
Black Hispanic,5-9,NA,33,11,813
Black Hispanic,5-9,NA,34,325,49056
Black Hispanic,5-9,NA,35,37,3771
Black Hispanic,5-9,NA,36,724,126095
Black Hispanic,5-9,NA,37,142,19772
Black Hispanic,5-9,NA,39,102,15628
Black Hispanic,5-9,NA,40,39,4904
Black Hispanic,5-9,NA,41,21,3099
Black Hispanic,5-9,NA,42,215,46160
Black Hispanic,5-9,NA,44,39,7468
Black Hispanic,5-9,NA,45,55,7359
Black Hispanic,5-9,NA,47,45,7689
Black Hispanic,5-9,NA,48,608,90972
Black Hispanic,5-9,NA,49,9,1822
Black Hispanic,5-9,NA,50,2,122
Black Hispanic,5-9,NA,51,102,13362
Black Hispanic,5-9,NA,53,52,6892
Black Hispanic,5-9,NA,54,4,283
Black Hispanic,5-9,NA,55,34,10496
Black Hispanic,10-14,NA,1,31,4028
Black Hispanic,10-14,NA,2,2,506
Black Hispanic,10-14,NA,4,145,16288
Black Hispanic,10-14,NA,5,14,1653
Black Hispanic,10-14,NA,6,691,87755
Black Hispanic,10-14,NA,8,63,9786
Black Hispanic,10-14,NA,9,146,23503
Black Hispanic,10-14,NA,10,19,3000
Black Hispanic,10-14,NA,11,13,2913
Black Hispanic,10-14,NA,12,538,75861
Black Hispanic,10-14,NA,13,209,29417
Black Hispanic,10-14,NA,15,2,165
Black Hispanic,10-14,NA,16,4,547
Black Hispanic,10-14,NA,17,145,24125
Black Hispanic,10-14,NA,18,47,8420
Black Hispanic,10-14,NA,19,16,4516
Black Hispanic,10-14,NA,20,31,3842
Black Hispanic,10-14,NA,21,23,3124
Black Hispanic,10-14,NA,22,54,8479
Black Hispanic,10-14,NA,23,4,295
Black Hispanic,10-14,NA,24,128,20166
Black Hispanic,10-14,NA,25,184,25918
Black Hispanic,10-14,NA,26,79,11666
Black Hispanic,10-14,NA,27,20,2122
Black Hispanic,10-14,NA,28,17,2371
Black Hispanic,10-14,NA,29,20,3829
Black Hispanic,10-14,NA,30,1,80
Black Hispanic,10-14,NA,31,19,3516
Black Hispanic,10-14,NA,32,68,10983
Black Hispanic,10-14,NA,33,11,1815
Black Hispanic,10-14,NA,34,305,43080
Black Hispanic,10-14,NA,35,28,5527
Black Hispanic,10-14,NA,36,734,130751
Black Hispanic,10-14,NA,37,164,23163
Black Hispanic,10-14,NA,39,98,11639
Black Hispanic,10-14,NA,40,43,5874
Black Hispanic,10-14,NA,41,18,2671
Black Hispanic,10-14,NA,42,210,45363
Black Hispanic,10-14,NA,44,38,6305
Black Hispanic,10-14,NA,45,61,9059
Black Hispanic,10-14,NA,46,1,87
Black Hispanic,10-14,NA,47,36,4928
Black Hispanic,10-14,NA,48,601,86696
Black Hispanic,10-14,NA,49,19,2607
Black Hispanic,10-14,NA,50,1,73
Black Hispanic,10-14,NA,51,125,20149
Black Hispanic,10-14,NA,53,58,7043
Black Hispanic,10-14,NA,54,3,278
Black Hispanic,10-14,NA,55,29,7712
Black Hispanic,10-14,NA,56,1,977
Black Hispanic,15-19,NA,1,26,3033
Black Hispanic,15-19,NA,2,4,455
Black Hispanic,15-19,NA,4,142,13846
Black Hispanic,15-19,NA,5,17,1739
Black Hispanic,15-19,NA,6,670,73396
Black Hispanic,15-19,NA,8,70,8035
Black Hispanic,15-19,NA,9,186,20165
Black Hispanic,15-19,NA,10,38,4387
Black Hispanic,15-19,NA,11,21,2664
Black Hispanic,15-19,NA,12,585,69754
Black Hispanic,15-19,NA,13,190,24327
Black Hispanic,15-19,NA,15,10,555
Black Hispanic,15-19,NA,16,2,101
Black Hispanic,15-19,NA,17,159,20705
Black Hispanic,15-19,NA,18,47,6956
Black Hispanic,15-19,NA,19,15,2123
Black Hispanic,15-19,NA,20,36,3422
Black Hispanic,15-19,NA,21,37,2867
Black Hispanic,15-19,NA,22,40,4295
Black Hispanic,15-19,NA,23,9,856
Black Hispanic,15-19,NA,24,125,15268
Black Hispanic,15-19,NA,25,251,27806
Black Hispanic,15-19,NA,26,63,9423
Black Hispanic,15-19,NA,27,17,3854
Black Hispanic,15-19,NA,28,24,3595
Black Hispanic,15-19,NA,29,18,2034
Black Hispanic,15-19,NA,30,1,134
Black Hispanic,15-19,NA,31,11,1949
Black Hispanic,15-19,NA,32,60,8404
Black Hispanic,15-19,NA,33,6,1463
Black Hispanic,15-19,NA,34,400,44986
Black Hispanic,15-19,NA,35,33,4115
Black Hispanic,15-19,NA,36,943,122329
Black Hispanic,15-19,NA,37,196,21274
Black Hispanic,15-19,NA,38,1,27
Black Hispanic,15-19,NA,39,106,14902
Black Hispanic,15-19,NA,40,40,5300
Black Hispanic,15-19,NA,41,22,2826
Black Hispanic,15-19,NA,42,238,35437
Black Hispanic,15-19,NA,44,52,7152
Black Hispanic,15-19,NA,45,57,7433
Black Hispanic,15-19,NA,46,3,119
Black Hispanic,15-19,NA,47,49,6988
Black Hispanic,15-19,NA,48,627,76565
Black Hispanic,15-19,NA,49,17,2035
Black Hispanic,15-19,NA,50,1,79
Black Hispanic,15-19,NA,51,168,18772
Black Hispanic,15-19,NA,53,56,7118
Black Hispanic,15-19,NA,54,11,909
Black Hispanic,15-19,NA,55,20,3639
Black Hispanic,15-19,NA,56,3,161
Black Hispanic,20-24,NA,1,47,5110
Black Hispanic,20-24,NA,2,12,1375
Black Hispanic,20-24,NA,4,94,13126
Black Hispanic,20-24,NA,5,12,1202
Black Hispanic,20-24,NA,6,647,65745
Black Hispanic,20-24,NA,8,78,9882
Black Hispanic,20-24,NA,9,149,17954
Black Hispanic,20-24,NA,10,27,3562
Black Hispanic,20-24,NA,11,19,1786
Black Hispanic,20-24,NA,12,549,72289
Black Hispanic,20-24,NA,13,187,18278
Black Hispanic,20-24,NA,15,14,1008
Black Hispanic,20-24,NA,16,7,680
Black Hispanic,20-24,NA,17,129,18814
Black Hispanic,20-24,NA,18,52,6918
Black Hispanic,20-24,NA,19,14,1255
Black Hispanic,20-24,NA,20,35,4097
Black Hispanic,20-24,NA,21,27,2683
Black Hispanic,20-24,NA,22,44,5295
Black Hispanic,20-24,NA,23,7,329
Black Hispanic,20-24,NA,24,115,12967
Black Hispanic,20-24,NA,25,233,28254
Black Hispanic,20-24,NA,26,56,10155
Black Hispanic,20-24,NA,27,20,3896
Black Hispanic,20-24,NA,28,18,2055
Black Hispanic,20-24,NA,29,27,4044
Black Hispanic,20-24,NA,30,5,419
Black Hispanic,20-24,NA,31,14,4506
Black Hispanic,20-24,NA,32,56,7943
Black Hispanic,20-24,NA,33,14,2321
Black Hispanic,20-24,NA,34,320,40991
Black Hispanic,20-24,NA,35,39,7582
Black Hispanic,20-24,NA,36,934,121758
Black Hispanic,20-24,NA,37,198,20491
Black Hispanic,20-24,NA,38,1,167
Black Hispanic,20-24,NA,39,103,13632
Black Hispanic,20-24,NA,40,23,2385
Black Hispanic,20-24,NA,41,17,3015
Black Hispanic,20-24,NA,42,194,29088
Black Hispanic,20-24,NA,44,44,7201
Black Hispanic,20-24,NA,45,47,5695
Black Hispanic,20-24,NA,47,44,5193
Black Hispanic,20-24,NA,48,449,64016
Black Hispanic,20-24,NA,49,14,2003
Black Hispanic,20-24,NA,50,8,489
Black Hispanic,20-24,NA,51,148,17630
Black Hispanic,20-24,NA,53,50,5250
Black Hispanic,20-24,NA,54,9,894
Black Hispanic,20-24,NA,55,33,4706
Black Hispanic,20-24,NA,56,1,72
Black Hispanic,25-29,NA,1,29,3897
Black Hispanic,25-29,NA,2,5,1112
Black Hispanic,25-29,NA,4,60,7712
Black Hispanic,25-29,NA,5,3,173
Black Hispanic,25-29,NA,6,502,52755
Black Hispanic,25-29,NA,8,56,6540
Black Hispanic,25-29,NA,9,126,17927
Black Hispanic,25-29,NA,10,13,2268
Black Hispanic,25-29,NA,11,12,973
Black Hispanic,25-29,NA,12,521,68701
Black Hispanic,25-29,NA,13,164,16274
Black Hispanic,25-29,NA,15,9,1562
Black Hispanic,25-29,NA,16,4,766
Black Hispanic,25-29,NA,17,98,14080
Black Hispanic,25-29,NA,18,33,5165
Black Hispanic,25-29,NA,19,9,2172
Black Hispanic,25-29,NA,20,17,2340
Black Hispanic,25-29,NA,21,27,2886
Black Hispanic,25-29,NA,22,41,4062
Black Hispanic,25-29,NA,23,5,577
Black Hispanic,25-29,NA,24,94,8663
Black Hispanic,25-29,NA,25,193,25877
Black Hispanic,25-29,NA,26,53,7335
Black Hispanic,25-29,NA,27,10,916
Black Hispanic,25-29,NA,28,12,1549
Black Hispanic,25-29,NA,29,23,2322
Black Hispanic,25-29,NA,30,2,35
Black Hispanic,25-29,NA,31,20,4183
Black Hispanic,25-29,NA,32,54,7131
Black Hispanic,25-29,NA,33,8,1015
Black Hispanic,25-29,NA,34,285,34205
Black Hispanic,25-29,NA,35,12,2103
Black Hispanic,25-29,NA,36,838,119301
Black Hispanic,25-29,NA,37,152,15398
Black Hispanic,25-29,NA,38,2,1211
Black Hispanic,25-29,NA,39,82,11038
Black Hispanic,25-29,NA,40,37,5268
Black Hispanic,25-29,NA,41,23,4075
Black Hispanic,25-29,NA,42,165,32961
Black Hispanic,25-29,NA,44,36,6050
Black Hispanic,25-29,NA,45,39,4689
Black Hispanic,25-29,NA,46,3,710
Black Hispanic,25-29,NA,47,35,3504
Black Hispanic,25-29,NA,48,406,60680
Black Hispanic,25-29,NA,49,11,1817
Black Hispanic,25-29,NA,50,2,446
Black Hispanic,25-29,NA,51,128,15196
Black Hispanic,25-29,NA,53,60,6946
Black Hispanic,25-29,NA,54,9,932
Black Hispanic,25-29,NA,55,23,3672
Black Hispanic,25-29,NA,56,1,301
Black Hispanic,30-34,NA,1,29,2585
Black Hispanic,30-34,NA,2,4,572
Black Hispanic,30-34,NA,4,74,10072
Black Hispanic,30-34,NA,5,9,1782
Black Hispanic,30-34,NA,6,531,61339
Black Hispanic,30-34,NA,8,58,6572
Black Hispanic,30-34,NA,9,101,14337
Black Hispanic,30-34,NA,10,21,4010
Black Hispanic,30-34,NA,11,24,3111
Black Hispanic,30-34,NA,12,600,81982
Black Hispanic,30-34,NA,13,173,19583
Black Hispanic,30-34,NA,15,12,1761
Black Hispanic,30-34,NA,16,8,1242
Black Hispanic,30-34,NA,17,102,14928
Black Hispanic,30-34,NA,18,27,4350
Black Hispanic,30-34,NA,19,8,830
Black Hispanic,30-34,NA,20,19,3089
Black Hispanic,30-34,NA,21,15,1983
Black Hispanic,30-34,NA,22,41,4782
Black Hispanic,30-34,NA,23,7,542
Black Hispanic,30-34,NA,24,117,11119
Black Hispanic,30-34,NA,25,190,26203
Black Hispanic,30-34,NA,26,47,6485
Black Hispanic,30-34,NA,27,8,1407
Black Hispanic,30-34,NA,28,8,861
Black Hispanic,30-34,NA,29,24,2098
Black Hispanic,30-34,NA,30,1,134
Black Hispanic,30-34,NA,31,12,2661
Black Hispanic,30-34,NA,32,53,7921
Black Hispanic,30-34,NA,33,14,1809
Black Hispanic,30-34,NA,34,273,35926
Black Hispanic,30-34,NA,35,28,4567
Black Hispanic,30-34,NA,36,883,122571
Black Hispanic,30-34,NA,37,112,13395
Black Hispanic,30-34,NA,38,1,33
Black Hispanic,30-34,NA,39,91,12484
Black Hispanic,30-34,NA,40,19,2157
Black Hispanic,30-34,NA,41,22,3001
Black Hispanic,30-34,NA,42,161,28040
Black Hispanic,30-34,NA,44,29,5041
Black Hispanic,30-34,NA,45,35,3598
Black Hispanic,30-34,NA,46,5,859
Black Hispanic,30-34,NA,47,33,2886
Black Hispanic,30-34,NA,48,382,59526
Black Hispanic,30-34,NA,49,10,1364
Black Hispanic,30-34,NA,51,106,12981
Black Hispanic,30-34,NA,53,67,7871
Black Hispanic,30-34,NA,54,3,559
Black Hispanic,30-34,NA,55,29,5360
Black Hispanic,30-34,NA,56,3,410
Black Hispanic,35-39,NA,1,14,1622
Black Hispanic,35-39,NA,2,2,206
Black Hispanic,35-39,NA,4,60,7228
Black Hispanic,35-39,NA,5,5,606
Black Hispanic,35-39,NA,6,326,41197
Black Hispanic,35-39,NA,8,37,6028
Black Hispanic,35-39,NA,9,89,12769
Black Hispanic,35-39,NA,10,10,1516
Black Hispanic,35-39,NA,11,9,1817
Black Hispanic,35-39,NA,12,533,74018
Black Hispanic,35-39,NA,13,148,19304
Black Hispanic,35-39,NA,15,7,860
Black Hispanic,35-39,NA,16,1,117
Black Hispanic,35-39,NA,17,64,9573
Black Hispanic,35-39,NA,18,27,4291
Black Hispanic,35-39,NA,19,7,1238
Black Hispanic,35-39,NA,20,15,1888
Black Hispanic,35-39,NA,21,16,1936
Black Hispanic,35-39,NA,22,39,5397
Black Hispanic,35-39,NA,23,5,737
Black Hispanic,35-39,NA,24,92,11544
Black Hispanic,35-39,NA,25,143,20714
Black Hispanic,35-39,NA,26,40,6613
Black Hispanic,35-39,NA,27,8,1121
Black Hispanic,35-39,NA,28,6,796
Black Hispanic,35-39,NA,29,19,2492
Black Hispanic,35-39,NA,30,1,102
Black Hispanic,35-39,NA,31,6,1316
Black Hispanic,35-39,NA,32,38,5282
Black Hispanic,35-39,NA,33,4,1049
Black Hispanic,35-39,NA,34,226,29886
Black Hispanic,35-39,NA,35,14,1825
Black Hispanic,35-39,NA,36,688,95577
Black Hispanic,35-39,NA,37,80,9607
Black Hispanic,35-39,NA,38,1,876
Black Hispanic,35-39,NA,39,63,8279
Black Hispanic,35-39,NA,40,21,3459
Black Hispanic,35-39,NA,41,17,2507
Black Hispanic,35-39,NA,42,147,30272
Black Hispanic,35-39,NA,44,31,4475
Black Hispanic,35-39,NA,45,46,7093
Black Hispanic,35-39,NA,46,4,75
Black Hispanic,35-39,NA,47,30,3639
Black Hispanic,35-39,NA,48,300,44472
Black Hispanic,35-39,NA,49,9,1645
Black Hispanic,35-39,NA,50,2,292
Black Hispanic,35-39,NA,51,87,11130
Black Hispanic,35-39,NA,53,40,4660
Black Hispanic,35-39,NA,54,2,317
Black Hispanic,35-39,NA,55,13,2765
Black Hispanic,35-39,NA,56,1,36
Black Hispanic,40-44,NA,1,20,3546
Black Hispanic,40-44,NA,2,3,667
Black Hispanic,40-44,NA,4,50,6195
Black Hispanic,40-44,NA,5,2,91
Black Hispanic,40-44,NA,6,265,32533
Black Hispanic,40-44,NA,8,31,3001
Black Hispanic,40-44,NA,9,65,9377
Black Hispanic,40-44,NA,10,14,1575
Black Hispanic,40-44,NA,11,15,1874
Black Hispanic,40-44,NA,12,480,65934
Black Hispanic,40-44,NA,13,108,12798
Black Hispanic,40-44,NA,15,9,1666
Black Hispanic,40-44,NA,16,2,129
Black Hispanic,40-44,NA,17,66,9697
Black Hispanic,40-44,NA,18,18,2123
Black Hispanic,40-44,NA,19,8,1589
Black Hispanic,40-44,NA,20,10,1337
Black Hispanic,40-44,NA,21,12,1681
Black Hispanic,40-44,NA,22,23,2656
Black Hispanic,40-44,NA,23,2,629
Black Hispanic,40-44,NA,24,77,8827
Black Hispanic,40-44,NA,25,118,18012
Black Hispanic,40-44,NA,26,14,1999
Black Hispanic,40-44,NA,27,7,1718
Black Hispanic,40-44,NA,28,10,676
Black Hispanic,40-44,NA,29,12,2638
Black Hispanic,40-44,NA,30,1,300
Black Hispanic,40-44,NA,31,6,1808
Black Hispanic,40-44,NA,32,37,4057
Black Hispanic,40-44,NA,33,6,775
Black Hispanic,40-44,NA,34,229,28934
Black Hispanic,40-44,NA,35,15,1908
Black Hispanic,40-44,NA,36,620,91349
Black Hispanic,40-44,NA,37,83,10127
Black Hispanic,40-44,NA,38,1,116
Black Hispanic,40-44,NA,39,43,5970
Black Hispanic,40-44,NA,40,4,483
Black Hispanic,40-44,NA,41,13,1380
Black Hispanic,40-44,NA,42,104,19301
Black Hispanic,40-44,NA,44,30,4729
Black Hispanic,40-44,NA,45,31,3807
Black Hispanic,40-44,NA,47,25,2201
Black Hispanic,40-44,NA,48,265,35886
Black Hispanic,40-44,NA,49,9,1179
Black Hispanic,40-44,NA,51,97,12083
Black Hispanic,40-44,NA,53,33,4044
Black Hispanic,40-44,NA,54,3,207
Black Hispanic,40-44,NA,55,18,4391
Black Hispanic,40-44,NA,56,1,114
Black Hispanic,45-49,NA,1,17,1607
Black Hispanic,45-49,NA,2,4,326
Black Hispanic,45-49,NA,4,33,3912
Black Hispanic,45-49,NA,5,4,256
Black Hispanic,45-49,NA,6,216,24593
Black Hispanic,45-49,NA,8,19,2632
Black Hispanic,45-49,NA,9,60,8569
Black Hispanic,45-49,NA,10,7,635
Black Hispanic,45-49,NA,11,13,2400
Black Hispanic,45-49,NA,12,390,47417
Black Hispanic,45-49,NA,13,111,13573
Black Hispanic,45-49,NA,15,1,58
Black Hispanic,45-49,NA,17,61,8203
Black Hispanic,45-49,NA,18,19,1726
Black Hispanic,45-49,NA,19,1,65
Black Hispanic,45-49,NA,20,7,1144
Black Hispanic,45-49,NA,21,12,1331
Black Hispanic,45-49,NA,22,21,3442
Black Hispanic,45-49,NA,23,1,230
Black Hispanic,45-49,NA,24,59,7168
Black Hispanic,45-49,NA,25,104,15332
Black Hispanic,45-49,NA,26,21,3227
Black Hispanic,45-49,NA,27,6,876
Black Hispanic,45-49,NA,28,5,515
Black Hispanic,45-49,NA,29,8,810
Black Hispanic,45-49,NA,30,1,20
Black Hispanic,45-49,NA,31,6,889
Black Hispanic,45-49,NA,32,35,4784
Black Hispanic,45-49,NA,33,7,1203
Black Hispanic,45-49,NA,34,210,28048
Black Hispanic,45-49,NA,35,8,1452
Black Hispanic,45-49,NA,36,562,80524
Black Hispanic,45-49,NA,37,71,7133
Black Hispanic,45-49,NA,39,43,5841
Black Hispanic,45-49,NA,40,18,2613
Black Hispanic,45-49,NA,41,7,591
Black Hispanic,45-49,NA,42,79,15761
Black Hispanic,45-49,NA,44,23,3691
Black Hispanic,45-49,NA,45,16,1795
Black Hispanic,45-49,NA,47,21,2253
Black Hispanic,45-49,NA,48,208,31148
Black Hispanic,45-49,NA,49,8,908
Black Hispanic,45-49,NA,51,66,9784
Black Hispanic,45-49,NA,53,28,3747
Black Hispanic,45-49,NA,54,3,231
Black Hispanic,45-49,NA,55,8,1427
Black Hispanic,50-54,NA,1,15,1621
Black Hispanic,50-54,NA,2,2,415
Black Hispanic,50-54,NA,4,20,2449
Black Hispanic,50-54,NA,5,3,461
Black Hispanic,50-54,NA,6,173,19937
Black Hispanic,50-54,NA,8,28,3102
Black Hispanic,50-54,NA,9,55,7390
Black Hispanic,50-54,NA,10,8,936
Black Hispanic,50-54,NA,11,6,1762
Black Hispanic,50-54,NA,12,391,51232
Black Hispanic,50-54,NA,13,85,11152
Black Hispanic,50-54,NA,15,3,489
Black Hispanic,50-54,NA,16,1,140
Black Hispanic,50-54,NA,17,47,6436
Black Hispanic,50-54,NA,18,3,532
Black Hispanic,50-54,NA,19,4,397
Black Hispanic,50-54,NA,20,10,2411
Black Hispanic,50-54,NA,21,8,1220
Black Hispanic,50-54,NA,22,16,1551
Black Hispanic,50-54,NA,23,1,104
Black Hispanic,50-54,NA,24,58,7597
Black Hispanic,50-54,NA,25,101,13658
Black Hispanic,50-54,NA,26,15,1630
Black Hispanic,50-54,NA,27,4,386
Black Hispanic,50-54,NA,28,11,589
Black Hispanic,50-54,NA,29,9,1370
Black Hispanic,50-54,NA,31,5,1240
Black Hispanic,50-54,NA,32,20,2559
Black Hispanic,50-54,NA,33,3,406
Black Hispanic,50-54,NA,34,180,22351
Black Hispanic,50-54,NA,35,15,955
Black Hispanic,50-54,NA,36,553,75794
Black Hispanic,50-54,NA,37,63,5669
Black Hispanic,50-54,NA,39,33,4212
Black Hispanic,50-54,NA,40,5,509
Black Hispanic,50-54,NA,41,13,2820
Black Hispanic,50-54,NA,42,76,12779
Black Hispanic,50-54,NA,44,18,2143
Black Hispanic,50-54,NA,45,21,3649
Black Hispanic,50-54,NA,46,1,258
Black Hispanic,50-54,NA,47,16,1506
Black Hispanic,50-54,NA,48,140,19334
Black Hispanic,50-54,NA,49,5,810
Black Hispanic,50-54,NA,50,1,59
Black Hispanic,50-54,NA,51,67,9136
Black Hispanic,50-54,NA,53,26,2471
Black Hispanic,50-54,NA,54,1,50
Black Hispanic,50-54,NA,55,6,557
Black Hispanic,50-54,NA,56,1,483
Black Hispanic,55-59,NA,1,12,1244
Black Hispanic,55-59,NA,2,2,119
Black Hispanic,55-59,NA,4,13,1374
Black Hispanic,55-59,NA,5,3,162
Black Hispanic,55-59,NA,6,174,16425
Black Hispanic,55-59,NA,8,14,1957
Black Hispanic,55-59,NA,9,41,4954
Black Hispanic,55-59,NA,10,13,2586
Black Hispanic,55-59,NA,11,5,879
Black Hispanic,55-59,NA,12,361,42502
Black Hispanic,55-59,NA,13,73,8900
Black Hispanic,55-59,NA,15,2,145
Black Hispanic,55-59,NA,16,2,251
Black Hispanic,55-59,NA,17,34,4589
Black Hispanic,55-59,NA,18,13,1735
Black Hispanic,55-59,NA,20,3,353
Black Hispanic,55-59,NA,21,9,880
Black Hispanic,55-59,NA,22,27,2288
Black Hispanic,55-59,NA,23,1,28
Black Hispanic,55-59,NA,24,42,5989
Black Hispanic,55-59,NA,25,83,10700
Black Hispanic,55-59,NA,26,15,1946
Black Hispanic,55-59,NA,27,4,705
Black Hispanic,55-59,NA,28,3,188
Black Hispanic,55-59,NA,29,10,1448
Black Hispanic,55-59,NA,30,1,81
Black Hispanic,55-59,NA,31,9,2431
Black Hispanic,55-59,NA,32,17,1990
Black Hispanic,55-59,NA,33,7,1689
Black Hispanic,55-59,NA,34,202,24266
Black Hispanic,55-59,NA,35,7,438
Black Hispanic,55-59,NA,36,491,67269
Black Hispanic,55-59,NA,37,42,6417
Black Hispanic,55-59,NA,39,31,4530
Black Hispanic,55-59,NA,40,4,437
Black Hispanic,55-59,NA,41,5,852
Black Hispanic,55-59,NA,42,82,13141
Black Hispanic,55-59,NA,44,16,2331
Black Hispanic,55-59,NA,45,17,2114
Black Hispanic,55-59,NA,47,11,1024
Black Hispanic,55-59,NA,48,121,14518
Black Hispanic,55-59,NA,49,3,359
Black Hispanic,55-59,NA,51,63,8233
Black Hispanic,55-59,NA,53,15,2474
Black Hispanic,55-59,NA,54,1,106
Black Hispanic,55-59,NA,55,8,1506
Black Hispanic,60-64,NA,1,14,1492
Black Hispanic,60-64,NA,4,14,1867
Black Hispanic,60-64,NA,5,3,179
Black Hispanic,60-64,NA,6,129,12480
Black Hispanic,60-64,NA,8,12,1355
Black Hispanic,60-64,NA,9,21,1668
Black Hispanic,60-64,NA,10,4,328
Black Hispanic,60-64,NA,11,7,948
Black Hispanic,60-64,NA,12,303,37211
Black Hispanic,60-64,NA,13,69,8063
Black Hispanic,60-64,NA,15,2,98
Black Hispanic,60-64,NA,16,3,229
Black Hispanic,60-64,NA,17,24,2879
Black Hispanic,60-64,NA,18,2,85
Black Hispanic,60-64,NA,19,2,113
Black Hispanic,60-64,NA,20,1,121
Black Hispanic,60-64,NA,21,3,337
Black Hispanic,60-64,NA,22,23,1464
Black Hispanic,60-64,NA,23,2,151
Black Hispanic,60-64,NA,24,35,4176
Black Hispanic,60-64,NA,25,103,11899
Black Hispanic,60-64,NA,26,11,1592
Black Hispanic,60-64,NA,27,3,797
Black Hispanic,60-64,NA,28,6,347
Black Hispanic,60-64,NA,29,6,880
Black Hispanic,60-64,NA,30,1,12
Black Hispanic,60-64,NA,31,5,1021
